x,y,name
1.7708333333333333,1.1666666666666665,Csaba Simon
0.0625,0.8333333333333333,Péter Attila Soha
3.3333333333333335,1.5,Péter Ekler
1.0,1.6666666666666665,Zsolt Sánta
7.3125,0.6666666666666666,Adrienn Dineva
8.083333333333334,1.6666666666666665,Gábor Vásárhelyi
0.6666666666666666,0.41666666666666663,Márton Véges
14.354166666666666,1.0,Gyula O. H. Katona
2.833333333333333,1.5,Gergely Vakulya
0.3333333333333333,1.0,Tamás Mészáros
1.0,0.6666666666666666,Krisztian Nemeth
3.6666666666666665,0.9166666666666666,Bence Ladóczki
0.3333333333333333,0.6666666666666666,Gábor Huszerl
3.125,0.75,Gabor Kertesz
0.5833333333333333,0.6666666666666666,Norbert Vándor
1.2916666666666667,0.4166666666666667,Zoltán Kincses
3.3333333333333335,0.75,Erzsébet Németh
4.333333333333334,0.6666666666666666,István Vassányi
6.541666666666666,3.3333333333333335,Balázs Csébfalvi
3.520833333333333,0.4166666666666667,David Sztahó
2.833333333333333,0.6666666666666666,Attila Jung
3.6666666666666665,0.6666666666666666,Jozsef Kuti
2.875,0.6666666666666666,László Bacsárdi
31.25,0.3333333333333333,Ellák Somfai
1.3333333333333335,0.5,Ádám Fodor
0.08333333333333333,0.6666666666666666,Daniel Peter Szabo
3.3333333333333335,0.6666666666666666,Szabolcs Szentpéteri
1.3958333333333335,0.6666666666666666,István Takács
0.08333333333333333,0.5,Csaba Kazó
3.333333333333333,0.6666666666666666,László Szegö
2.4583333333333335,0.6666666666666666,Péter Bodnár
0.7499999999999999,0.25,Brigita Sziová
2.4583333333333335,0.8333333333333333,Gábor Fehér
24.583333333333332,0.6666666666666666,Máté Vizer
1.6666666666666665,0.41666666666666663,Janos Szigeti
0.9166666666666667,0.5,István Nagy 0001
0.3333333333333333,0.25,Kornél Kovács
0.6666666666666666,0.75,Gábor Szirtes
12.666666666666666,0.5833333333333333,Csaba Molnar
2.020833333333333,0.5,Bertalan Forstner
4.0625,0.5,Judit Szücs
4.916666666666666,0.5,Boldizsár Tüü-Szabó
2.0,0.75,Gábor Pék
15.166666666666666,0.5,Roland Molontay
3.708333333333333,0.5,Zoltán Gál
4.979166666666667,0.41666666666666663,Ákos Hajnal
6.583333333333333,1.0833333333333333,Bálint Daróczy
1.0,2.3333333333333335,Tekla Tóth
17.937500000000004,0.5,Boglárka G.-Tóth
78.70833333333333,0.5,Tamás Vicsek
3.833333333333333,0.5,Erno Horváth
1.5,0.08333333333333333,András Bánhalmi
0.75,0.41666666666666663,Zoltán Ságodi
2.2291666666666665,1.1666666666666667,László Gönczy
1.5833333333333335,0.41666666666666663,Máté Tejfel
2.0833333333333335,0.3333333333333333,László Kovács
10.333333333333334,0.3333333333333333,András Mészáros
0.7916666666666666,0.3333333333333333,Sándor Juhász
1.0833333333333333,0.3333333333333333,Balazs Tusor
1.0625,0.5,Ferenc Béres
6.25,0.41666666666666663,Jozsef Katona
0.25,0.5,Szabolcs Sergyán
1.3958333333333335,0.4166666666666667,Zsolt Tóth
1.4375,0.3333333333333333,László Aszalós
7.833333333333333,0.3333333333333333,Marcell Nagy
0.41666666666666663,0.3333333333333333,Adam Istvan Szucs
1.3541666666666667,0.3333333333333333,Pegah Rahimian
1.25,0.3333333333333333,Panna Geher
4.145833333333334,0.3333333333333333,Judit Nagy-Gyorgy
27.749999999999996,0.3333333333333333,Máté Nagy 0001
3.0,0.3333333333333333,Ottilia Fülöp
6.812500000000001,0.3333333333333333,Gábor Lencse
1.6666666666666667,0.5,Gyorgy Kalmar
2.4791666666666665,0.3333333333333333,Tamas Hubai
0.16666666666666666,0.16666666666666666,Attila Baksa
12.666666666666666,0.08333333333333333,Péter Egri
5.708333333333333,0.25,Tamás Dózsa
3.5,0.3333333333333333,György Kovács 0002
1.25,0.16666666666666666,Boldizsár Bencsáth
4.083333333333333,0.25,Jinat Ara
4.749999999999999,0.25,Illés Horváth
30.229166666666668,0.16666666666666666,Laszlo Gyongyosi
2.0,0.3333333333333333,Adrienn Szabó
1.7499999999999998,0.08333333333333333,Áron Fehér
2.6041666666666665,0.08333333333333333,Anita Agárdi
0.7291666666666666,0.08333333333333333,Ahmet Mehmet Karadeniz
20.895833333333332,0.08333333333333333,Tamás Marosvölgyi
2.1666666666666665,0.08333333333333333,Olivér Hornyák
5.333333333333333,0.08333333333333333,György Dénes
0.41666666666666663,0.08333333333333333,Zoltán Belső
