ID,Name,Acronym,YearsListed,dblp_venue,mta_class
1243,International Conference on the Theory and Application of Cryptology and Information Security,ASIACRYPT,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/asiacrypt,6
1357,International Symposium on Automated Technology for Verification and Analysis,ATVA,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_B, CORE2023_B",conf/atva,6
878,International Conference in Business Process Management,BPM,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/bpm,6
918,International Conference on Automated Deduction,CADE,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/cade,3
891,International Conference on Advanced Information Systems Engineering,CaiSE;CA(i)SE,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/caise,6
937,"International Conference on Compilers, Architecture, and Synthesis for Embedded Systems",CASES,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_B, CORE2023_B",conf/cases,6
936,International Conference on Compiler Construction,CC,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_B, CORE2023_B",conf/cc,3
602,IEEE Conference on Computational Complexity,CCC,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/coco,3
695,"IEEE International Symposium on Cluster, Cloud and Grid Computing",CCGRID,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_B",conf/ccgrid,6
605,IEEE Conference on Decision and Control,CDC,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A",conf/cdc,6
1362,International Symposium on Code Generation and Optimization,CGO,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/cgo,6
369,Conference on Innovative Data Systems Research,CIDR,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/cidr,6
632,IEEE International Conference on Cluster Computing,CLUSTER,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_B",conf/cluster,6
969,International Conference on Computing and Combinatorics,COCOON,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A",conf/cocoon,3
120,Annual Meeting of the Cognitive Science Society,CogSci,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_B",conf/cogsci,6
949,International Conference on Computational Linguistics,COLING,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_B",conf/coling,6
973,International Conference on Concurrency Theory,CONCUR,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/concur,3
24,ACM International Conference on Emerging Networking Experiments and Technologies,CoNEXT,"ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/conext,6
371,Conference on Computational Natural Language Learning,CoNLL,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_B",conf/conll,6
979,International Conference on Cooperative Information Systems,CoopIS,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_B, CORE2023_B",,6
1175,International Conference on Principles and Practice of Constraint Programming,CP,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/cp,6
597,IEEE Computational Systems Bioinformatics Conference,CSB,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A",,6
13,ACM Conference on Computer Supported Cooperative Work,CSCW,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/cscw,6
1996,Design Automation Conf,DAC,"CORE2008_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A",conf/dac,6
993,International Conference on Design Science Research in Information Systems and Technology,DESRIST,"ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A",conf/desrist,6
1374,International Symposium on Distributed Computing (was WDAG),DISC,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/wdag,6
2004,Deductive and Object-Oriented Databases,DOOD,"CORE2008_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A",conf/dood,6
648,IEEE International Conference on e-Science and Grid Computing,e-Science,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_B, CORE2023_B",conf/eScience,6
2011,Engineering Applications of Artifical Intelligence,EAAI,"CORE2008_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A",,
468,European Association for Computational Linguistics,EACL,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/eacl,6
473,European Conference on Artificial Intelligence,ECAI,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/ecai,3
484,European Conference on Information Systems,ECIS,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A",conf/ecis,6
491,European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Database (PKDD and ECML combined from 2008),ECML PKDD,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/pkdd,6
488,European Conference on Object-Oriented Programming,ECOOP,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/ecoop,6
463,Euromicro Conference on Real-Time Systems,ECRTS,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_B",conf/ecrts,6
528,Extending Database Technology,EDBT,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/edbt,6
16,ACM Conference on Embedded Software,EMSOFT,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A",conf/emsoft,6
971,International Conference on Conceptual Modelling,ER,"CORE2008_B, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/er,6
511,European Symposium on Algorithms,ESA,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/esa,3
514,European Symposium on Programming,ESOP,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/esop,3
515,European Symposium On Research In Computer Security,ESORICS,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/esorics,6
1318,International Joint Conference on Qualitative and Quantitative Practical Reasoning,ESQARU,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A",,6
499,European Graphics Conference,EUROGRAPH,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A",,6
2022,International European Conference on Parallel and Distributed Computing (was International Conference on Parallel Processing),Euro-Par,"CORE2008_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_B, CORE2023_B",conf/europar,6
494,Interspeech (combined EuroSpeech and ICSLP in 2000),Interspeech,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/interspeech,6
525,Eurosys Conference,EuroSys,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/eurosys,6
1839,Conference on File and Storage Technologies,FAST,"ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/fast,6
2026,IEEE Symposium on Field Programmable Custom Computing Machines,FCCM,"CORE2008_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_B, CORE2023_B",conf/fccm,6
1383,International Symposium on Fundamentals of Computation Theory,FCT,"CORE2008_B, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_B, CORE2023_B",conf/fct,3
1382,International Symposium on Functional and Logic Programming,FLOPS,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A",conf/flops,3
540,International Symposium on Formal Methods (was Formal Methods Europe FME),FM,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/fm,3
1034,International Conference on Foundation on Data Organization,FODO,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A",,6
547,Foundations of Software Science and Computational Structures,FOSSACS,"CORE2008_B, ERA2010_C, CORE2013_C, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/fossacs,3
1028,International Conference on Field and Service Robotics,FSR,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A",conf/fsr,6
649,IEEE International Conference on Fuzzy Systems,FUZZ-IEEE,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_B, CORE2023_B",conf/fuzzIEEE,6
572,Graph Drawing,GD,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/gd,3
556,Genetic and Evolutionary Computations,GECCO,"CORE2008_B, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/gecco,3
784,IEEE/ACM International Conference on Grid Computing,GRID,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A",,6
575,Hawaii International Conference on System Sciences,HICSS,"CORE2008_B, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A",conf/hicss,6
2033,Symposium on High Performance Chips,HOTCHIPS (HCS),"CORE2008_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_C, CORE2023_C",conf/hotchips,
69,ACM Workshop on Hot Topics in Networks,HOTNETS,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A",conf/hotnets,6
1845,USENIX Workshop on Hot Topics in Operating Systems,HotOS,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/hotos,6
33,ACM International Symposium on High Performance Distributed Computing,HPDC,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/hpdc,6
17,ACM Conference on Hypertext and Social Media,Hypertext,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A",conf/ht,6
2038,International Conference on Computer Communication and Networks,ICCCN,"CORE2008_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_B, CORE2023_B",conf/icccn,6
2040,International Conference of Asian Digital Libraries,ICADL,"CORE2008_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A",,6
864,International Colloquium on Automata Languages and Programming,ICALP,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/icalp,3
977,"International Conference on Control, Automation, Robotics and Vision",ICARCV,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_C, CORE2023_C",conf/icarcv,6
783,IEEE/ACM International Conference on Computer-Aided Design,ICCAD,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/iccad,6
2045,IEEE International Conference on Computer Languages,ICCL,"CORE2008_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A",conf/iccl,6
2047,IEEE International Conference on Document Analysis and Recognition,ICDAR,"CORE2008_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/icdar,6
1002,International Conference on Distributed Computing Systems,ICDCS,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/icdcs,6
989,International Conference on Database Theory,ICDT,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/icdt,3
646,IEEE International Conference on Engineering of Complex Computer Systems,ICECCS,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_B, CORE2023_B",conf/iceccs,6
1119,International Conference on Logic Programming,ICLP,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/iclp,3
1147,International Conference on Network Protocols,ICNP,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_B",conf/icnp,6
1152,International Conference on Neural Information Processing,ICONIP,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_B, CORE2023_B",conf/iconip,6
30,ACM International Conference on Supercomputing,ICS,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/ics,6
2052,International Computer Symposium Conference,ICSC2,"CORE2008_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A",,6
1204,International Conference on Service Oriented Computing,ICSOC,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/icsoc,6
1199,International Conference on Security in Pervasive Computing,ICSPC,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A",,6
1217,International Conference on Software and System Processes (was ICSP prior to 2011),ICSSP,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_B, CORE2023_B",conf/ispw,6
1235,International Conference on Temporal Logic,ICTL,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A",,3
678,IEEE International Conference on Web Services,ICWS,"CORE2008_B, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/icws,6
845,Intelligent Data Analysis,IDA,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_B, CORE2023_B",conf/ida,6
693,IEEE International Symposium on Artificial Life,IEEE Alife,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_C, CORE2023_C",,6
702,IEEE International Symposium on Network Computing and Applications,NCA,"CORE2008_C, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_B, CORE2023_B",conf/nca,6
759,IEEE Visualization,IEEE VIS,"ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/visualization,6
2063,IEEE International Conference on Multimedia Computing and Systems,ICMCS,"CORE2008_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A",,6
2064,IEEE Transactions on Knowledge and Data Engineering,IEEETKDE,"CORE2008_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A",,6
685,IEEE International Joint Conference on Neural Networks,IJCNN,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_B, CORE2023_B",conf/ijcnn,6
2069,International Logic Programming Symposium,ILPS,"CORE2008_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A",,3
812,IFIP/IEEE International Symposium on Integrated Management (even years sharing with NOMS),IM,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2021_B, CORE2023_B",conf/im,6
1551,Internet Measurement Conference,IMC,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/imc,6
807,IFIP TC13 Conference on Human-Computer Interaction,Interact,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_B, CORE2023_B",conf/interact,6
370,Conference on Integer Programming and Combinatorial Optimization,IPCO,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/ipco,3
688,IEEE International Parallel and Distributed Processing Symposium (was IPPS and SPDP),IPDPS,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/ipps,6
792,IEEE/RSJ International Conference on Intelligent Robots and Systems,IROS,"CORE2008_B, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/iros,6
1080,International Conference on Information Systems Development,ISD,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A",,6
847,Intelligent Systems in Molecular Biology,ISMB,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A",conf/ismb,6
1400,International Symposium on Memory Management,ISMM,"CORE2008_B, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_C, CORE2023_C",conf/iwmm,6
1409,International Symposium on Robotics,ISR,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A",conf/isr,6
2081,IEEE International Solid-State Circuits Conference,ISSCC,"CORE2008_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A",,6
1410,International Symposium on Robotics Research,ISRR,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_C",conf/isrr,6
1338,International Semantic Web Conference,ISWC,"CORE2008_A, ERA2010_B, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/semweb,6
126,Annual Conference on Innovation and Technology in Computer Science Education,ITiCSE,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_B",conf/iticse,6
1245,"Conference on Interactive Theorem Proving (previously TPHOLs, changed in 2009)",ITP,"ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/itp,3
1100,International Conference on Intelligent Tutoring Systems,ITS;Intelligent Tutoring Systems,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_B, CORE2023_B",conf/its,6
1101,International Conference on Intelligent User Interfaces,IUI,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/iui,6
1598,"Logics in Artificial Intelligence, European Conference",JELIA,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/jelia,3
1582,Knowledge capture,K-CAP,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_B, CORE2023_B",conf/kcap,6
607,IEEE Conference on Local Computer Networks,LCN,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_B, CORE2023_B",conf/lcn,6
49,"ACM SIGPLAN Conference on Languages, Compilers and Tools for Embedded Systems",LCTES,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_B, CORE2023_B",conf/lctrts,
1596,Logic Programming and Automated Reasoning,LPAR,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_B",conf/lpar,3
1120,International Conference on Logic Programming and Non-monotonic Reasoning,LPNMR,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_B, CORE2023_B",conf/lpnmr,3
1771,Symposium Model Analysis and Simulation of Computer and Telecommunications Systems,MASCOTS,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_B, CORE2023_B",conf/mascots,6
2093,Symposium on Frontiers of Massively Parallel Processing,MassPar,"CORE2008_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A",,6
2104,"Net Object Days (Includings MATES, ENASE etc.)",MATES ENASE,"CORE2008_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A",,6
1607,Medical Image Computing and Computer-Assisted Intervention,MICCAI,"ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/miccai,6
2098,International Symposium on Microarchitecture,MICRO,"CORE2008_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A",conf/micro,6
79,ACM/IFIP/USENIX International Middleware Conference,Middleware,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/middleware,6
81,ACM/SPIE Multimedia Computing and Networking,MMCN,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A",,6
58,ACM Symposium on Mobile Ad Hoc Networking and Computing,MOBIHOC,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/mobihoc,6
1131,International Conference on Mobile and Ubiquitous Systems: Networks and Services,Mobiquitous,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_B, CORE2023_C",conf/mobiquitous,6
76,"ACM/IEEE International Conference on Modelling, Analysis and Simulation of Wireless and Mobile Systems",MSWIM,"CORE2008_A, ERA2010_A, CORE2013_A, CORE2014_A, CORE2017_A, CORE2018_A, CORE2020_A, CORE2021_A, CORE2023_A",conf/mswim,6
