ID,Name,Acronym,YearsListed,dblp_venue,mta_class
83,ACM SIGMIS Computers and People Research,ACM-SIGMIS CPR,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B",conf/sigcpr,
887,International Conference on Advanced Computing and Communications,AdCom,"CORE2008_C, ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B",,
1446,International Workshop on Agents and Data Mining Interaction,ADMI,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B, CORE2020_B",conf/admi,
1065,International Conference on Informatics Education and Research,AIS SIGED: IAIM,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B",,
897,International Conference on Advances in Intelligent Systems: Theory and Applications,AISTA,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B",,
348,Conference of the Association for Machine Translation in the Americas,AMTA,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B, CORE2020_B",conf/amta,
136,Annual Simulation Symposium,ANSS,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_B, CORE2018_B",,
178,Asia-Pacific Conference on Conceptual Modelling,APCCM,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B",,
926,International Conference on Business Information Systems,BIS,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B",conf/bis,
404,Cultural Attitudes towards Technology and Communications,CATAC,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B",,
1577,Journal of Computing Science in Colleges (Conference proceedings),CCSC,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_B, CORE2018_B",,
863,International Cognitive Robotics Conference,COGROBO,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B",,
317,Collaborative Electronic Commerce Technology and Research,CollECTeR,"CORE2008_C, ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B",,
1074,International Conference on Information Resources Management,Conf-IRM,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B",,
996,International Conference on Digital Government Research,DGO,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B",,
439,Dynamic Languages Symposium,DLS,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B, CORE2020_B, CORE2021_C, CORE2023_C",conf/dls,
696,International Symposium on Distributed Simulation and Real Time Applications,DS-RT,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B, CORE2020_B, CORE2021_C, CORE2023_C",conf/dsrt,
485,European Conference on Knowledge Management,EKM,"CORE2008_C, ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B",,
523,"European, Mediterranean and Middle Eastern Conference on Information Systems",EMCIS,"CORE2008_C, ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B",,
503,European Natural Language Generation Workshop,EuroNLG,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B",,
504,European PKI Workshop: Theory and Practice,EUROPKI,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B",,
490,European Conference on Pattern Languages of Programs,EuroPLop,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B",conf/europlop,
1302,International Frontiers of Algorithmics Workshop,FAW,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B",conf/faw,
1303,International FLINS Conference on Robotics and Artificial Intelligence (was International Fuzzy Logic and Intelligent technologies in Nuclear Science Conference),FLINS,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B, CORE2020_B, CORE2021_C, CORE2023_C",,
880,International Conference of Society for Group Decision and Negotiation,GDN,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B",,
569,Global Information Technology Management Association World Conference,GITMA,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B",,
746,IEEE Symposium on High-Performance Interconnects,HOTI;Hot Interconnects,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B",conf/hoti,
1925,Workshop on Power Aware Computing and Systems,HotPower,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B",,
772,IEEE Workshop on Hot Topics in Web Systems and Technologies,HotWeb,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B",,
873,International Conference and Exhibition on High Performance Computing in the Asia-Pacific Region,HPC Asia,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B, CORE2020_B, CORE2021_C, CORE2023_C",conf/hpcasia,
1049,"International Conference on High Performance Computing, Networking and Communication Systems",HPCNCS,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B",,
1406,"International Symposium on Parallel Architectures, Algorithms and Networks",I-SPAN,"CORE2008_C, ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B, CORE2020_B",conf/ispan,
1091,"International Conference on Intelligent Agents, Web Technologies, and Internet Commerce",IAWTIC,"CORE2008_C, ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B",,
862,International Business Information Management,IBIMA,"CORE2008_C, ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B",,
1105,International Conference on Internet Computing,IC,"CORE2008_C, ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B",,
1005,International Conference on e-Business,ICEB,"CORE2008_C, ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B",,
1088,"International Conference on Information, Communications and Signal Processing",ICICS,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B",,
1077,International Conference on Information Security and Cryptology,ICISC,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B",conf/icisc,
1136,International Conference on Model Transformation,ICMT,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B, CORE2020_B",conf/icmt,
680,IEEE International Conference on Wireless Information Technology and Systems,ICWITS,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B",,
1064,International Conference on Industrial and Engineering Applications of Artificial Intelligence and Expert Systems,IEA/AIE,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_B, CORE2018_B, CORE2020_B, CORE2021_C, CORE2023_C",conf/ieaaie,
1354,International Symposium on Artificial Intelligence and Mathematics,ISAIM,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B",conf/isaim,
828,Information Systems Education Conference,ISECON,"CORE2008_C, ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B",,
1097,International Conference on Intelligent Systems and Knowledge Engineering,ISKE,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B",conf/iske,
1399,International Symposium on Mathematical Morphology,ISMM,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B",,
1108,International Conference on Internet Technologies and Applications,ITA,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B",conf/ita,
1511,International Workshop on Paraphrasing,IWP,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B",,
1512,International Workshop on Parsing Technologies,IWPT,"ERA2010_C, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B",,
1525,International Workshop on Security,IWSEC,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B",conf/iwsec,
1608,Medicine Meets Virtual Reality,MMVR,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B",conf/mmvr,
1811,The organizational semiotics Conference,ORGSEM,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B",,
1163,International Conference on Parallel and Distributed Processing Techniques and Applications,PDPTA,"CORE2008_C, ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B",,
1170,International Conference on Persuasive Technology,Persuasive,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B",conf/persuasive,
1927,Workshop on Programming Languages and Operating Systems,PLOS,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B, CORE2020_B, CORE2021_C, CORE2023_C",,
1520,International Workshop on Requirements Engineering Visualization,REV,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B",,
1196,RuleML: International Web Rule Symposium (pre 2007 was 'International Conference on Rules and Rule Markup Languages for the Semantic Web'),RuleML,"ERA2010_C, CORE2013_C, CORE2014_B, CORE2017_B, CORE2018_B",,
1207,International Conference on Software Composition,SC,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B",,
378,Conference on Security and Cryptography for Networks,SCN,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B",conf/scn,
72,ACM Workshop on Scalable Trusted Computing,STC,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B",,
1236,International Conference on Tests and Proofs,TAP,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B, CORE2020_B, CORE2021_C, CORE2023_C",conf/tap,
1248,International Conference on Theoretical and Methodological Issues in machine Translation,TMI,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B",,
1801,Technology of Object-Oriented Languages and Systems,TOOLS,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B, CORE2020_B",conf/tools,
808,IFIP Working Conference on Visual Database Systems,VDbS,"CORE2008_C, ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_B, CORE2018_B",,
1260,"International Meeting on High Performance Computing for Computational Science (previously International Meeting Vector and Parallel Processing, changed in 2002)",VECPAR,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B",conf/vecpar,
1264,International Conference on Virtual Systems and MultiMedia,VSMM,"CORE2008_C, ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B, CORE2020_B",conf/vsmm,
1457,International Workshop on Coding and Cryptography,WCC,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B, CORE2020_B",conf/wcc,
1470,International Workshop on Efficient Algorithms,WEA,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B",,
1546,International Workshops on Enabling Technologies: Infrastructures for Collaborative Enterprises,WETICE,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B, CORE2020_B, CORE2021_C, CORE2023_C",conf/wetice,
74,ACM Workshop on Web Information and Data Management,WIDM,"CORE2008_C, ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B",,
1432,International Symposium on Open Collaboration (was International Symposiums on Wikis),OPENSYM,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B, CORE2020_B, CORE2021_C, CORE2023_C",conf/wikis,
1280,"International Conferences in Central Europe on Computer Graphics, Visualization and Computer Vision",WSCG,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B",,
1026,"International Conference on Agile Software Development (chnaged in 2010, was International Conference on extreme Programming and Flexible Processes in Software Engineering)",XP,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B, CORE2018_B",,
3,2008 International Conference on Biomedical Robotics and Biomechatronics,BIO ROB,ERA2010_B,,
6,AAEE - Annual Conference of Australasian Association for Engineering Education,,ERA2010_B,,
36,ACM International Workshop on. Mobility Management and Wireless Access,MobiWac,ERA2010_B,,
102,AIAA Aerospace Sciences Meeting,,ERA2010_B,,
104,AISB Convention (Society for the Study of Artificial Intelligence and Simulation of Behaviour),AISB,ERA2010_B,,
109,Ambient Information Systems,AIS,ERA2010_B,,
116,Americas Conference on Wind Engineering,,ERA2010_B,,
154,ASEE Annual Conference and Exposition,,ERA2010_B,,
155,ASEE Global Colloquium of Engineering Education,,ERA2010_B,,
158,Asia Pacific Conference on Combustion,,ERA2010_B,,
172,Asian Symposium on Visualization,,ERA2010_B,,
182,Asia-Pacific Conference on Wind Engineering,,ERA2010_B,,
188,Asia-Pacific Vibration Conference,,ERA2010_B,,
195,Association of Collegiate Schools of Architecture (ACSA) Annual Meeting,ACSA,ERA2010_B,,
217,Australasian Conference on the Mechanics of Structures and Materials,,ERA2010_B,,
222,Australasian Information Security Conference,AISC,ERA2010_B,,
224,Australasian Joint Conference on Artificial Intelligence,AI,ERA2010_B,conf/ausai,
237,Australasian Workshop on Combinatorial Algorithms,AWOCA,ERA2010_B,,
238,Australasian Workshop on Health Data and Knowledge Management,HDKM,ERA2010_B,,
239,Australia New Zealand Geomechanics conference,,ERA2010_B,,
242,Australian and New Zealand Architectural Science Association (ANZAScA) Annual Conference,ANZAScA,ERA2010_B,,
243,Australian and New Zealand Association of Planning schools,ANZAPS,ERA2010_B,,
248,Australian Conference for Knowledge Management and Intelligent Decision Support,ACKMIDS,ERA2010_B,,
250,Australian Conference on Laser Diagnostics in Fluid Mechanics and Combustion,,ERA2010_B,,
254,Australian Digital Forensics Conference,,ERA2010_B,,
255,Australian Earthquake Engineering Conference,,ERA2010_B,,
258,Australian Information Security Management Conference,ISM,ERA2010_B,,
260,Australian Institute of Building Surveyors International Refereed Conference,AIBS,ERA2010_B,,
265,Australian Road Research Board Annual Conference,,ERA2010_B,,
268,Australian Symposium on Information Visualisation,ASIV,ERA2010_B,,
270,Australian Universities Building Education Association Annual Conference,AUBEA,ERA2010_B,,
273,Australian Women in IT Conference,OzWIT,ERA2010_B,,
280,Automation and Robotics International Symposium,ISARC,ERA2010_B,,
283,Baosteel Academic Conference,,ERA2010_B,,
286,Bled Electronic Commerce Conference,BECC,"CORE2008_C, ERA2010_B",,
298,Built Environment Education Conference,BEECON,ERA2010_B,,
305,Canadian Geotechnical Society Conference,,ERA2010_B,,
311,Chemeca: Australasian Conference on Chemical Engineering,,ERA2010_B,,
327,Computational Intelligence in Security for Information Systems,CISIS,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B",conf/cisis-spain,
330,Computational Wind Engineering,,ERA2010_B,,
339,Computing and Control in the Water Industry 2009,,ERA2010_B,,
393,Construction Automation Conference,,ERA2010_B,,
394,Construction in the Twenty-first Century Conferences,CITC,ERA2010_B,,
396,Construction Management and Real Estate International Symposium,CRIOCM,ERA2010_B,,
399,Cooperative Research Centre for Construction Innovation International Conference,CRCCI,ERA2010_B,,
413,Declarative Agent Languages and Technologies (merged into EMAS in 2013),DALT,ERA2010_B,,
419,Design Research Society (UK) International Conference,DRS,ERA2010_B,,
420,Design Society Conferences,,ERA2010_B,,
423,Designing Pleasurable Products And Interfaces,DPPI,ERA2010_B,,
424,Deutsche Arbeitsgemeinschaft für Mustererkennung DAGM e.V,DAGM,ERA2010_B,,
428,Digital Image Computing Techniques and Applications,DICTA,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B",conf/dicta,
441,East Asia-Pacific Conference on Structural Engineering and Construction,,ERA2010_B,,
442,Ecopolitics,,ERA2010_B,,
445,Education and Research in Computer Aided Architectural Design in Europe,eCAADe,ERA2010_B,,
450,Engineering Education series (organised by Higher Education Academy Engineering Subject Centre UK),,ERA2010_B,,
451,Entertainment and media in the ubiquitous era (ACM),MINDTREK,ERA2010_B,,
453,Environmental Design Research Association,EDRA,ERA2010_B,,
466,Europe-Africa Conference on Wind Engineering,,ERA2010_B,,
502,European Metallurgical Congress,,ERA2010_B,,
516,European Transport Conference,ETC,ERA2010_B,,
536,FISITA World Automotive Congress,,ERA2010_B,,
558,"Geometric Modelling and Imaging, International Conference (IEEE)",GMAI,ERA2010_B,,
568,Global Conference on Sustainable Product Development and Life Cycle Engineering,,ERA2010_B,,
587,Hydrology and Water Resources Symposium,,ERA2010_B,,
601,IEEE Conference on Automation Science and Engineering,,ERA2010_B,,
621,IEEE Global Telecommunications Conference,IEEE GLOBECOM,ERA2010_B,,
662,IEEE International Conference on Mechatronics and Automation,,ERA2010_B,,
671,IEEE International Conference on Robotics and Biomimetics,,ERA2010_B,,
681,IEEE International Dynamic Spectrum Access Networks Symposium,IEEE DYSPAN,ERA2010_B,,
697,IEEE International Symposium on Electronics and the Environment,,ERA2010_B,,
728,IEEE Symposium on 3D User Interfaces,3DUI,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B",,
786,IEEE/IFAC Computer Aided Control System Design,CACSD,ERA2010_B,,
835,Infrastructure and Environment (International Postgraduate Conference),IPC,ERA2010_B,,
848,Intelligent Vehicles Symposium,IEEE IV,ERA2010_B,,
851,Interaction Design and Children (ACM),IDC,"ERA2010_B, CORE2023_B",,
853,Interior Design Educators Association (IDEA) Conference,IDEA,ERA2010_B,,
854,Interiors Forum Scotland conference,IFS,ERA2010_B,,
855,"Interiors Forum World, Politecnico di Milano",IFW,ERA2010_B,,
857,International Association for the Study of Traditional Environments (US),IASTE,ERA2010_B,,
858,International Association of Ergonomics Societies Congress,IEA,ERA2010_B,,
859,International Association of Societies of Design Research,IASDR,ERA2010_B,,
893,International Conference on Advanced Materials Processing,,ERA2010_B,,
916,International Conference on Artificial Reality and Telexistence,ICAT,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B",conf/icat,
924,International Conference on Biomedical and Pharmaceutical Engineering,,ERA2010_B,,
957,SIGGRAPH Asia,SiggraphA,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B",conf/siggrapha,
974,International Conference on Construction and Real Estate Management,ICCREM,ERA2010_B,,
983,International Conference on Cryptology in India,INDOCRYPT,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B",conf/indocrypt,
1012,International Conference on Engineering Computational Technology,,ERA2010_B,,
1013,"International Conference on Engineering Design (ICED), The Design Society",ICED,ERA2010_B,,
1029,"International Conference on Fluid Control, Measurements, and Visualization",,ERA2010_B,,
1030,International Conference on Fluid Mechanics,,ERA2010_B,,
1081,International Conference on Information Systems Security,ICISS,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B",conf/iciss,
1095,"International Conference on Intelligent Sensors, Sensor Networks and Information Processing",ISSNIP,ERA2010_B,,
1128,"International Conference on Mechanics of structures, Materials and System",,ERA2010_B,,
1180,International Conference on Product Research,,ERA2010_B,,
1205,International Conference on Shock and Impact Loads on Structures,,ERA2010_B,,
1228,International Conference on Sustainable Construction Materials and Technologies,SCMT,ERA2010_B,,
1268,International Conference on Water Sensitive Urban Design,,ERA2010_B,,
1275,International Conference on Wired / Wireless Internet Communications,WWIC,ERA2010_B,,
1283,International Congress Aeronautical Sciences,,ERA2010_B,,
1285,International Congress of Construction History,ICCH,ERA2010_B,,
1290,International Congress on Industrial and Applied Mathematics,,ERA2010_B,,
1292,International Construction Management and Economics Conference,SIBRAGEC,ERA2010_B,,
1295,International Crashworthiness Conference,,ERA2010_B,,
1319,International Joint Workshop on Computational Creativity,IJWCC,ERA2010_B,,
1323,International Maritime Conference,,ERA2010_B,,
1333,International Planning History Society,IPHS,ERA2010_B,,
1360,International Symposium on Cavitation,,ERA2010_B,,
1366,International Symposium on Communications and Information Technologies,ISCIT,ERA2010_B,,
1377,"International Symposium on Environmental Vibrations: Prediction, Monitoring, Mitigation and Evaluation",,ERA2010_B,,
1381,International Symposium on frontiers in offshore geotechnics,,ERA2010_B,,
1419,International Symposium on Structural Engineering,,ERA2010_B,,
1545,International Workshop Programming Multi-Agent Systems (merged into EMAS in 2013),PROMAS,ERA2010_B,conf/promas,
1609,Meeting of the International Environmental Modelling and Software Society,,ERA2010_B,,
1616,Mobile Media,MMC,ERA2010_B,,
1631,National Conference on Hydraulics in Water Engineering,,ERA2010_B,,
1646,Nordic Design Research Conference,NORDES,ERA2010_B,,
1699,Project Management conference,PMOZ,ERA2010_B,,
1711,"SAE Powertrains, Fuels, and Lubricants Meeting",,ERA2010_B,,
1712,SAE World Congress,,ERA2010_B,,
1718,SEFI - Annual Conference of European Society for Engineering Education,,ERA2010_B,,
1736,SKLOIS Conference on Information Security and Cryptology,Inscrypt,"ERA2010_B, CORE2013_B, CORE2014_B, CORE2017_B",conf/cisc,
1767,Structural Engineering and Construction Conference,APSEC-EASEC,ERA2010_B,,
1776,Symposium on Advanced Structural Steels and New Rolling Technologies,,ERA2010_B,,
1816,Thermo and Fluid Dynamic Processes in Diesel Engines,,ERA2010_B,,
1817,TMS Annual Meeting and Exhibition,,ERA2010_B,,
1828,UK Ireland Planning Research Conference,PRC,ERA2010_B,,
1835,Urban History Planning History (Australasia),UHPH,ERA2010_B,,
1945,"World Congress on Cost Engineering, Project Management and Quantity Surveying, AACE American Association of Cost Engineers",IWEC,ERA2010_B,,
1950,World of Construction Project Management Conference,WCPM,ERA2010_B,,
2166,International Conference on Multimedia,ICMR,CORE2014_B,,
629,IEEE International Conference on Automatic Face and Gesture Recognition,FG,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_B",conf/fgr,
2305,International Joint Conference on Biometrics,IJCB,CORE2023_B,conf/icb,
2092,Language Resources and Evaluation Conference,LREC,"CORE2008_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_B",conf/lrec,
2307,International Conference on Process Mining,ICPM,CORE2023_B,conf/icpm,
2311,IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining,ASONAM,CORE2023_B,conf/asunam,
2312,International Conference on Quality of Multimedia Experience,QoMEX,CORE2023_B,conf/qomex,
2313,ACM Conference on Security and Privacy in Wireless and Mobile Networks,ACM_WiSec,CORE2023_B,conf/wisec,
2290,International Conference on Formal Structures for Computation and Deduction,FSCD,CORE2023_B,conf/fscd,
2287,European Conference on Modelling Foundations and Applications,ECMFA,CORE2023_B,conf/ecmdafa,
2288,International Conference on Technical Debt,TechDebt,CORE2023_B,conf/icse,
2191,Discovery Science,DS,CORE2023_B,conf/dis,
4,3-D Digital Imaging and Modelling,3DIM,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
5,A Satellite workshop on Formal Approaches to Testing of Software,FATES,"CORE2008_C, ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",conf/fates,
7,Accelerating excellence in the built environment World Conference,WCAEBE,ERA2010_C,,
8,Accounting and Finance Association of Australia and New Zealand Conference,AFAANZ,ERA2010_C,,
9,"ACIS Conference on Software Engineering Research, Management and Applications",SERA,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",conf/sera,
10,ACM Annual Computer Science Conference,CSC,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
20,ACM Digital Rights Management Workshop,DRM,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
21,ACM Information Technology Education,SIGITE,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",conf/sigite,
35,ACM International Workshop On Multimedia Databases,MMDB,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
40,ACM SIGCHI_NZ Conference on Human-Computer Interaction,SIGCHI-NZ,ERA2010_C,,
43,ACM SIGIR Workshop on XML and Information Retrieval,SIGIR/XML,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
51,ACM SIGPLAN Workshop on Types in Language Design and Implementation (was TIC),TLDI,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
54,ACM SIGUCCS Conference on User Services,SIGUCCS,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",conf/siguccs,
62,ACM Symposium on Principles of Database Systems,SPDS,"CORE2008_C, ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
68,ACM Workshop on Formal Methods in Security Engineering: From Specifications to Code,FMSE,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
70,ACM Workshop on Hot Topics in Software Upgrades,HotSWUp,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
71,ACM Workshop on Role Based Access Control (now SACMAT),RBAC,"ERA2010_C, CORE2013_C, CORE2014_C",,
73,ACM Workshop on Secure Web Services,SWS,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
86,ACS/IEEE International Conference on Computer Systems and Applications,AICCSA,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",conf/aiccsa,
87,Active and Real-Time Database Systems,ARTDB,"CORE2008_C, ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
90,Advanced Course on Artificial Intelligence,ACAI,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",conf/acai3,
91,Advanced Research in VLSI,ARVLSI,"CORE2008_C, ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
95,Advances in Information Systems,ADVIS,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
96,Advances in Intelligent Systems,AIS,"CORE2008_C, ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
99,Advances in the Theory of Computing,AITC,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
103,AIChE Annual Meeting,,ERA2010_C,,
105,Algebraic Methodology and Software Technology,AMAST,"CORE2008_C, ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
107,Algorithms and Complexity in Durham,ACID,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
110,Ambient Intelligence Developments,Aml.d,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
118,Annual Conference of the Australasian Society for Computers in Learning in Tertiary Education,ASCILITE,ERA2010_C,conf/ascilite,
122,Annual Conference of the International Academy for Information Management,IAIM,"CORE2008_C, ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
125,Annual Conference on Evolutionary Programming,EP,"CORE2008_C, ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
127,"Annual Conference on Privacy, Security and Trust",PST,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",conf/pst,
128,"Annual Convention for Survey, Mapping and Remote Sensing",RS,"CORE2008_C, ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
129,Annual Fall Workshop on Computational Geometry,CGW,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
131,Annual International Conference on Ada,TRI-Ada,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
133,Annual Meeting of the Decision Sciences Institute,DSI,"CORE2008_C, ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
134,Annual PKI R&D Workshop,PKI,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
140,Apple University Consortium Academic and Developers Conference,AUCADC,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C",,
143,Applications of Information Visualization,IV-App,"ERA2010_C, CORE2013_C, CORE2014_C, CORE2017_C, CORE2018_C, CORE2020_C, CORE2021_C, CORE2023_C",,
